año,mes,num_serie_anon,cod_cliente_HASH,contador,sector,Tipo_maquina_anon
2019,8,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,329.0,DROGUERIA Y LIMPIEZA,Tipo_1
2019,9,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,597.0,DROGUERIA Y LIMPIEZA,Tipo_1
2019,10,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,579.0,DROGUERIA Y LIMPIEZA,Tipo_1
2019,11,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,559.0,DROGUERIA Y LIMPIEZA,Tipo_1
2019,12,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,374.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,1,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,452.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,2,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,555.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,3,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,694.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,4,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,530.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,5,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,606.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,6,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,617.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,7,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,662.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,8,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,328.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,9,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,548.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,10,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,557.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,11,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,489.0,DROGUERIA Y LIMPIEZA,Tipo_1
2020,12,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,435.0,DROGUERIA Y LIMPIEZA,Tipo_1
2021,1,0,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,320.0,DROGUERIA Y LIMPIEZA,Tipo_1
2018,1,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1121.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,2,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1191.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,3,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1141.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,4,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1098.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,5,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1198.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,6,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1193.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,7,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1385.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,8,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,835.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,9,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1148.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,10,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1111.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,11,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1268.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,12,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,761.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,1,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1243.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,2,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1062.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,3,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,986.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,4,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,881.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,5,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,983.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,6,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,848.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,7,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1140.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,8,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,776.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,9,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1360.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,10,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1154.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,11,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1187.0,DROGUERIA Y LIMPIEZA,Tipo_2
2019,12,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,873.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,1,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1214.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,2,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1205.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,3,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1665.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,4,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1427.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,5,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1430.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,6,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1625.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,7,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1162.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,8,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,620.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,9,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1426.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,10,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1432.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,11,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,1327.0,DROGUERIA Y LIMPIEZA,Tipo_2
2020,12,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,861.0,DROGUERIA Y LIMPIEZA,Tipo_2
2021,1,291,070ba31291ffa3ab89120dab9ade56752e0ecf7278cafcc2bdcd20bbf0848d19,759.0,DROGUERIA Y LIMPIEZA,Tipo_2
2018,1,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,838.0,LOGISTICO,Tipo_1
2018,2,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1062.0,LOGISTICO,Tipo_1
2018,3,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,743.0,LOGISTICO,Tipo_1
2018,4,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,706.0,LOGISTICO,Tipo_1
2018,5,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,621.0,LOGISTICO,Tipo_1
2018,6,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,665.0,LOGISTICO,Tipo_1
2018,7,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,563.0,LOGISTICO,Tipo_1
2018,8,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1061.0,LOGISTICO,Tipo_1
2018,9,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,841.0,LOGISTICO,Tipo_1
2018,10,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,618.0,LOGISTICO,Tipo_1
2018,11,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,725.0,LOGISTICO,Tipo_1
2018,12,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,887.0,LOGISTICO,Tipo_1
2019,1,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,442.0,LOGISTICO,Tipo_1
2019,2,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,0.0,LOGISTICO,Tipo_1
2019,3,1,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,0.0,LOGISTICO,Tipo_1
2018,1,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1882.0,LOGISTICO,Tipo_1
2018,2,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,2195.0,LOGISTICO,Tipo_1
2018,3,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1617.0,LOGISTICO,Tipo_1
2018,4,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1664.0,LOGISTICO,Tipo_1
2018,5,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1671.0,LOGISTICO,Tipo_1
2018,6,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1527.0,LOGISTICO,Tipo_1
2018,7,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1617.0,LOGISTICO,Tipo_1
2018,8,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,942.0,LOGISTICO,Tipo_1
2018,9,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1559.0,LOGISTICO,Tipo_1
2018,10,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1876.0,LOGISTICO,Tipo_1
2018,11,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1697.0,LOGISTICO,Tipo_1
2018,12,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1219.0,LOGISTICO,Tipo_1
2019,1,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1724.0,LOGISTICO,Tipo_1
2019,2,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1774.0,LOGISTICO,Tipo_1
2019,3,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1477.0,LOGISTICO,Tipo_1
2019,4,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1461.0,LOGISTICO,Tipo_1
2019,5,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1363.0,LOGISTICO,Tipo_1
2019,6,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,797.0,LOGISTICO,Tipo_1
2019,7,2,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,808.0,LOGISTICO,Tipo_1
2018,1,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1577.0,LOGISTICO,Tipo_1
2018,2,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1045.0,LOGISTICO,Tipo_1
2018,3,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,933.0,LOGISTICO,Tipo_1
2018,4,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1027.0,LOGISTICO,Tipo_1
2018,5,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1148.0,LOGISTICO,Tipo_1
2018,6,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,831.0,LOGISTICO,Tipo_1
2018,7,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,651.0,LOGISTICO,Tipo_1
2018,8,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1052.0,LOGISTICO,Tipo_1
2018,9,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1040.0,LOGISTICO,Tipo_1
2018,10,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1056.0,LOGISTICO,Tipo_1
2018,11,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,766.0,LOGISTICO,Tipo_1
2018,12,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,877.0,LOGISTICO,Tipo_1
2019,1,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1139.0,LOGISTICO,Tipo_1
2019,2,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1251.0,LOGISTICO,Tipo_1
2019,3,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1044.0,LOGISTICO,Tipo_1
2019,4,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,975.0,LOGISTICO,Tipo_1
2019,5,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,914.0,LOGISTICO,Tipo_1
2019,6,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,403.0,LOGISTICO,Tipo_1
2019,7,7,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,64.0,LOGISTICO,Tipo_1
2018,1,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1759.0,LOGISTICO,Tipo_1
2018,2,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,2460.0,LOGISTICO,Tipo_1
2018,3,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1145.0,LOGISTICO,Tipo_1
2018,4,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,364.0,LOGISTICO,Tipo_1
2018,5,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,374.0,LOGISTICO,Tipo_1
2018,6,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,378.0,LOGISTICO,Tipo_1
2018,7,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1521.0,LOGISTICO,Tipo_1
2018,8,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1489.0,LOGISTICO,Tipo_1
2018,9,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1562.0,LOGISTICO,Tipo_1
2018,10,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1173.0,LOGISTICO,Tipo_1
2018,11,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,547.0,LOGISTICO,Tipo_1
2018,12,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,760.0,LOGISTICO,Tipo_1
2019,1,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,803.0,LOGISTICO,Tipo_1
2019,2,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,878.0,LOGISTICO,Tipo_1
2019,3,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,779.0,LOGISTICO,Tipo_1
2019,4,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,406.0,LOGISTICO,Tipo_1
2019,5,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,367.0,LOGISTICO,Tipo_1
2019,6,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,150.0,LOGISTICO,Tipo_1
2019,7,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,292.0,LOGISTICO,Tipo_1
2019,8,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,256.0,LOGISTICO,Tipo_1
2019,9,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,495.0,LOGISTICO,Tipo_1
2019,10,16,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,227.0,LOGISTICO,Tipo_1
2018,1,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1132.0,LOGISTICO,Tipo_1
2018,2,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,870.0,LOGISTICO,Tipo_1
2018,3,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,671.0,LOGISTICO,Tipo_1
2018,4,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,757.0,LOGISTICO,Tipo_1
2018,5,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,938.0,LOGISTICO,Tipo_1
2018,6,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,716.0,LOGISTICO,Tipo_1
2018,7,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,874.0,LOGISTICO,Tipo_1
2018,8,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1572.0,LOGISTICO,Tipo_1
2018,9,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,924.0,LOGISTICO,Tipo_1
2018,10,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1327.0,LOGISTICO,Tipo_1
2018,11,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1596.0,LOGISTICO,Tipo_1
2018,12,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,978.0,LOGISTICO,Tipo_1
2019,1,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1225.0,LOGISTICO,Tipo_1
2019,2,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1399.0,LOGISTICO,Tipo_1
2019,3,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1002.0,LOGISTICO,Tipo_1
2019,4,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,722.0,LOGISTICO,Tipo_1
2019,5,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1038.0,LOGISTICO,Tipo_1
2019,6,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,428.0,LOGISTICO,Tipo_1
2019,7,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,91.0,LOGISTICO,Tipo_1
2019,12,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,270.0,LOGISTICO,Tipo_1
2020,1,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,176.0,LOGISTICO,Tipo_1
2020,2,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,273.0,LOGISTICO,Tipo_1
2020,3,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,343.0,LOGISTICO,Tipo_1
2020,4,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,54.0,LOGISTICO,Tipo_1
2020,5,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,203.0,LOGISTICO,Tipo_1
2020,6,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,106.0,LOGISTICO,Tipo_1
2020,7,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,44.0,LOGISTICO,Tipo_1
2020,8,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,160.0,LOGISTICO,Tipo_1
2020,9,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,187.0,LOGISTICO,Tipo_1
2020,10,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,165.0,LOGISTICO,Tipo_1
2020,11,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,235.0,LOGISTICO,Tipo_1
2020,12,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,17.0,LOGISTICO,Tipo_1
2021,1,87,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,67.0,LOGISTICO,Tipo_1
2018,1,100,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,2314.0,LOGISTICO,Tipo_1
2018,2,100,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,2212.0,LOGISTICO,Tipo_1
2018,3,100,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,2562.0,LOGISTICO,Tipo_1
2018,4,100,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,1957.0,LOGISTICO,Tipo_1
2018,5,100,2c5f6a90d1b9ae08d8d3af3927e0036444b654508fd09a5534aee226b852d99b,2057.0,LOGISTICO,Tipo_1
